OBJECTID,NAME,OWNTYPE,SUBTYPEFIELD,FEATURECODE,FULLADDR,MUNICIPALITY,STATE,ZIP,CAPTUREMETH,LOCATIONTYPE,AGENCYURL,PHONE,last_edited_date,geometry,ConvertedX,ConvertedY
794,Ben Diamond Park,Municipal,820,Park,2413 Sunset Ave,Waukegan,IL,60087,Placed on Map,,https://www.waukeganparks.org/location/ben-diamond-park/, ,1561574114000,"{'x': -87.86227916424318, 'y': 42.391559305512814}",-87.86227916424318,42.391559305512814
795,Besley Park,Municipal,820,Park,205 S Martin Luther King Jr Ave,Waukegan,IL,60085,Placed on Map,,https://www.waukeganparks.org/location/besley-park/, ,1561574114000,"{'x': -87.83370028216844, 'y': 42.35595843120964}",-87.83370028216844,42.35595843120964
796,Bethel Boulevard Park,Municipal,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.83384009506095, 'y': 42.441093685153184}",-87.83384009506095,42.441093685153184
797,Bethesda Boulevard Park,Municipal,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.8336907878742, 'y': 42.458029384790635}",-87.8336907878742,42.458029384790635
798,Bethlehem Avenue Park,Municipal,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.84262469596985, 'y': 42.456759024993865}",-87.84262469596985,42.456759024993865
799,Betty Limbrunner Park,Municipal,820,Park, ,Park City,IL, ,Placed on Map,,, ,1546871446000,"{'x': -87.88315067006344, 'y': 42.35278419269155}",-87.88315067006344,42.35278419269155
800,Betty Park,Municipal,820,Park, ,Lake Zurich,IL, ,Placed on Map,,https://lakezurich.org/98/Park-Recreation, ,1561492681000,"{'x': -88.11300032458186, 'y': 42.20406783639163}",-88.11300032458186,42.20406783639163
801,Betty Russell Park,Municipal,820,Park, ,Gurnee,IL, ,Placed on Map,,https://www.gurneeparkdistrict.com/, ,1561492681000,"{'x': -87.93465535858782, 'y': 42.38492081505521}",-87.93465535858782,42.38492081505521
802,Beulah Park,Municipal,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.83586952673001, 'y': 42.46264565994745}",-87.83586952673001,42.46264565994745
803,Bevier Park,Municipal,820,Park,2255 Yorkhouse Rd,Waukegan,IL,60087,Placed on Map,,https://www.waukeganparks.org/location/bevier-park/, ,1561574114000,"{'x': -87.8624285639564, 'y': 42.408515831123864}",-87.8624285639564,42.408515831123864
804,Bicentennial Park - Lincolnshire,Municipal,820,Park,45 Fox Trl,Lincolnshire,IL, ,Placed on Map,,https://www.lincolnshireil.gov/residents/parks-and-paths/lincolnshire-parks/bicentennial-park, ,1558722791000,"{'x': -87.90119106609552, 'y': 42.18396359788402}",-87.90119106609552,42.18396359788402
805,Bicentennial Park - Buffalo Grove,Municipal,820,Park,1301 N Arlington Heights Rd,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/, ,1546871446000,"{'x': -87.98394120476715, 'y': 42.17606050852521}",-87.98394120476715,42.17606050852521
806,Big Island Park,Municipal,820,Park, ,Island Lake,IL, ,Placed on Map,,http://villageofislandlake.com/parks-beaches/, ,1546871446000,"{'x': -88.19845630387361, 'y': 42.279474063957174}",-88.19845630387361,42.279474063957174
807,Bird Observation Area,Municipal,820,Park, ,Lake Zurich,IL, ,Placed on Map,,https://lakezurich.org/98/Park-Recreation, ,1561492681000,"{'x': -88.09162853709839, 'y': 42.20194856097852}",-88.09162853709839,42.20194856097852
808,Blair Park,Municipal,820,Park, ,Lake Bluff,IL, ,Placed on Map,,https://www.lakebluffparks.org/, ,1561492681000,"{'x': -87.85578366830757, 'y': 42.281223678483336}",-87.85578366830757,42.281223678483336
809,Lake Bluff Recreation Center,Municipal,820,Community / Recreation Center,355 W Washington Ave,Lake Bluff,IL,60044,Placed on Map,,https://www.lakebluffparks.org/, ,1561492681000,"{'x': -87.85688238335854, 'y': 42.28049078112398}",-87.85688238335854,42.28049078112398
810,Blueberry Park,Municipal,820,Park, ,Libertyville,IL, ,Placed on Map,,http://libertyvillesportscomplex.com/157/Parks, ,1546871446000,"{'x': -87.97003757487296, 'y': 42.28588815861373}",-87.97003757487296,42.28588815861373
811,Bonnie Brook Bird Sanctuary,Municipal,820,Park,2350 N Bonnie Brook Ln,Waukegan,IL,60087,Placed on Map,,https://www.waukeganparks.org/location/bonnie-brook-bird-sanctuary/, ,1561574114000,"{'x': -87.8614704532137, 'y': 42.4055807489972}",-87.8614704532137,42.4055807489972
812,Boulder Park,Municipal,820,Park, ,Wildwood,IL, ,Placed on Map,,http://www.wildwoodparkdistrict.com/, ,1546871446000,"{'x': -87.98969208896037, 'y': 42.342607667334356}",-87.98969208896037,42.342607667334356
813,Bowen Park,Municipal,820,Park,1800 N Sheridan Rd,Waukegan,IL,60087,Placed on Map,,https://www.waukeganparks.org/location/bowen-park/, ,1561574114000,"{'x': -87.83014100609579, 'y': 42.38698738176539}",-87.83014100609579,42.38698738176539
814,Bradford Place Park,Municipal,820,Park, ,Round Lake,IL, ,Placed on Map,,https://www.rlapd.org/, ,1561492681000,"{'x': -88.08633781670609, 'y': 42.33802398635685}",-88.08633781670609,42.33802398635685
815,Braemar Park,Municipal,820,Park, ,Lake Zurich,IL, ,Placed on Map,,https://lakezurich.org/98/Park-Recreation, ,1561492681000,"{'x': -88.10621816815426, 'y': 42.17641319700357}",-88.10621816815426,42.17641319700357
816,Bramble Park,Municipal,820,Park, ,Deer Park,IL, ,Placed on Map,,http://www.villageofdeerpark.com/Facilities, ,1546871446000,"{'x': -88.0719694577727, 'y': 42.164391284013085}",-88.0719694577727,42.164391284013085
817,Breezewald Park,Municipal,820,Park, ,Lake Zurich,IL, ,Placed on Map,,https://lakezurich.org/98/Park-Recreation, ,1561492681000,"{'x': -88.09533039467127, 'y': 42.19797639438717}",-88.09533039467127,42.19797639438717
818,Briar Park,Municipal,820,Park, ,Island Lake,IL, ,Placed on Map,,http://villageofislandlake.com/parks-beaches/, ,1546871446000,"{'x': -88.19517334778573, 'y': 42.27638169250452}",-88.19517334778573,42.27638169250452
819,Eastway Park,Municipal,820,Park, ,Island Lake,IL, ,Placed on Map,,http://villageofislandlake.com/parks-beaches/, ,1546871446000,"{'x': -88.1929351162036, 'y': 42.27553288454023}",-88.1929351162036,42.27553288454023
820,South Shore Beach,Municipal,820,Park, ,Island Lake,IL, ,Placed on Map,,http://villageofislandlake.com/parks-beaches/, ,1546871446000,"{'x': -88.19689931956867, 'y': 42.275629137446614}",-88.19689931956867,42.275629137446614
821,Briarcrest Park,Municipal,820,Park, ,Long Grove,IL, ,Placed on Map,,http://lgparks.org/, ,1546871446000,"{'x': -87.97900297071592, 'y': 42.186323140740726}",-87.97900297071592,42.186323140740726
822,Briarwood Nature Area,Municipal,820,Park, ,Deerfield,IL, ,Placed on Map,,https://www.deerfieldparks.org/, ,1561492681000,"{'x': -87.82460905121879, 'y': 42.15659566773399}",-87.82460905121879,42.15659566773399
823,Brickyards Park,Municipal,820,Park, ,Deerfield,IL, ,Placed on Map,,https://www.deerfieldparks.org/, ,1561492681000,"{'x': -87.84687694413077, 'y': 42.15867458124006}",-87.84687694413077,42.15867458124006
824,Bridgewater Farm,Municipal,820,Park, ,Long Grove,IL, ,Placed on Map,,https://www.longgroveil.gov/, ,1561577370000,"{'x': -87.99395867063997, 'y': 42.172784455980285}",-87.99395867063997,42.172784455980285
825,Bright Meadows Natural Area,Municipal,820,Park, ,Round Lake,IL, ,Placed on Map,,https://www.rlapd.org/, ,1561492681000,"{'x': -88.09467214246872, 'y': 42.345839823883004}",-88.09467214246872,42.345839823883004
826,Bright Meadows Park,Municipal,820,Park, ,Round Lake,IL, ,Placed on Map,,https://www.rlapd.org/, ,1561492681000,"{'x': -88.09062426372988, 'y': 42.34587389518059}",-88.09062426372988,42.34587389518059
827,Bristol Trails Park,Municipal,820,Park, ,Lake Zurich,IL, ,Placed on Map,,https://lakezurich.org/98/Park-Recreation, ,1561492681000,"{'x': -88.06478751331444, 'y': 42.19063527013755}",-88.06478751331444,42.19063527013755
828,Brittany Park,Municipal,820,Park, ,Hainesville,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.0636485923663, 'y': 42.34945844347167}",-88.0636485923663,42.34945844347167
829,Brown Park,Municipal,820,Park, ,Highland Park,IL, ,Placed on Map,,http://www.pdhp.org/, ,1546871446000,"{'x': -87.78215531049179, 'y': 42.16342552438326}",-87.78215531049179,42.16342552438326
830,Buckthorn Park,Municipal,820,Park, ,Highland Park,IL, ,Placed on Map,,http://www.pdhp.org/, ,1546871446000,"{'x': -87.82767973001515, 'y': 42.18588479176831}",-87.82767973001515,42.18588479176831
831,Buena Park,Municipal,820,Park, ,Lake Forest,IL, ,Placed on Map,,https://www.cityoflakeforest.com/parks-and-recreation/, ,1561492681000,"{'x': -87.84311126485022, 'y': 42.21693549105608}",-87.84311126485022,42.21693549105608
832,Buffalo Creek Park,Municipal,820,Park, ,Long Grove,IL, ,Placed on Map,,http://lgparks.org/, ,1546871446000,"{'x': -88.00061916194042, 'y': 42.17814108715037}",-88.00061916194042,42.17814108715037
833,Burtis-Summit Park,Municipal,820,Park, ,Highwood,IL, ,Placed on Map,,http://www.cityofhighwood.com/index.aspx?nid=198, ,1546871446000,"{'x': -87.81032205090403, 'y': 42.19839570161359}",-87.81032205090403,42.19839570161359
834,Mike Rylko Community Park,Municipal,820,Park, ,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/, ,1546871446000,"{'x': -87.96891995028527, 'y': 42.16891225328833}",-87.96891995028527,42.16891225328833
835,Butler Lake Park,Municipal,820,Park, ,Libertyville,IL, ,Placed on Map,,http://libertyvillesportscomplex.com/157/Parks, ,1546871446000,"{'x': -87.96470728908228, 'y': 42.29257670067289}",-87.96470728908228,42.29257670067289
836,Paradise Park,Municipal,820,Park, ,Libertyville,IL, ,Placed on Map,,http://libertyvillesportscomplex.com/157/Parks, ,1546871446000,"{'x': -87.97465364431721, 'y': 42.286357361132445}",-87.97465364431721,42.286357361132445
837,Butterfield Road Open Space,Municipal,820,Park, ,Libertyville,IL, ,Placed on Map,,http://libertyvillesportscomplex.com/157/Parks, ,1546871446000,"{'x': -87.98023318924302, 'y': 42.269989959774534}",-87.98023318924302,42.269989959774534
838,School District 70 Office,Municipal,730,Education Facility,1381 Lake St,Libertyville,IL, ,Placed on Map,,https://www.d70schools.org/, ,1561492681000,"{'x': -87.97980826635069, 'y': 42.29095328306892}",-87.97980826635069,42.29095328306892
839,Caledonia Boulevard Park,Private,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.82648899244478, 'y': 42.44462258944795}",-87.82648899244478,42.44462258944795
840,Cambridge Country Park,Municipal,820,Park, ,Mundelein,IL, ,Placed on Map,,https://mundeleinparks.org/facilities-parks/cambridge-country-park/, ,1561574114000,"{'x': -88.02068243104166, 'y': 42.26352017876961}",-88.02068243104166,42.26352017876961
841,Cambridge Park,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.02113610361636, 'y': 42.34750254434189}",-88.02113610361636,42.34750254434189
842,Camelot Corner Park,Municipal,820,Park, ,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/, ,1546871446000,"{'x': -87.97708984572333, 'y': 42.178773922321525}",-87.97708984572333,42.178773922321525
843,Candelwood Detention,Municipal,820,Park,443 Carman Ave,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/, ,1546871446000,"{'x': -87.93913738681525, 'y': 42.1608627287497}",-87.93913738681525,42.1608627287497
844,Canterbury Park - Buffalo Grove,Municipal,820,Park,560 Blue Ash Dr,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/, ,1546871446000,"{'x': -87.96966381462931, 'y': 42.20355184603103}",-87.96966381462931,42.20355184603103
845,Canterbury Park - Grayslake,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.01923113083495, 'y': 42.33755144564754}",-88.01923113083495,42.33755144564754
846,Canterbury Park - Libertyville,Municipal,820,Park, ,Libertyville,IL, ,Placed on Map,,http://libertyvillesportscomplex.com/157/Parks, ,1546871446000,"{'x': -87.97518845272833, 'y': 42.271391831124824}",-87.97518845272833,42.271391831124824
847,Cardinal Terrace Park,Municipal,820,Park, ,Mundelein,IL, ,Placed on Map,,https://mundeleinparks.org/, ,1561492681000,"{'x': -88.01311197151124, 'y': 42.26286153802292}",-88.01311197151124,42.26286153802292
848,Carl P Hartmann Park and Pavilion,Municipal,820,Park, ,Vernon Hills,IL, ,Placed on Map,,http://www.vhparkdistrict.org/parks/hartmann/, ,1546871446000,"{'x': -87.98033205063666, 'y': 42.22255984965721}",-87.98033205063666,42.22255984965721
849,Carmel Park,Municipal,820,Park, ,Zion,IL, ,Placed on Map,,https://zionparkdistrict.com/, ,1561574114000,"{'x': -87.8207595797835, 'y': 42.43688270407323}",-87.8207595797835,42.43688270407323
850,Carriage Green Park,Municipal,820,Park, ,Vernon Hills,IL, ,Placed on Map,,http://www.vhparkdistrict.org/parks/carriage-green/, ,1546871446000,"{'x': -87.98778096541422, 'y': 42.235789998736216}",-87.98778096541422,42.235789998736216
851,Carroll F Snyder Park,Municipal,820,Park, ,Highland Park,IL, ,Placed on Map,,http://www.pdhp.org/, ,1546871446000,"{'x': -87.78565557623342, 'y': 42.16671586024792}",-87.78565557623342,42.16671586024792
852,Casey Road North Open Space,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,, ,1546871446000,"{'x': -87.9982128888063, 'y': 42.324154500294775}",-87.9982128888063,42.324154500294775
853,Donnelley Prairies and Oaks Preserve,Municipal,820,Park, ,Libertyville,IL, ,Placed on Map,,, ,1551131592000,"{'x': -87.97920628641418, 'y': 42.31736838743949}",-87.97920628641418,42.31736838743949
854,Cedar Park,Municipal,820,Park, ,Gurnee,IL, ,Placed on Map,,https://www.gurneeparkdistrict.com/, ,1561492681000,"{'x': -87.93535552887644, 'y': 42.37447291343179}",-87.93535552887644,42.37447291343179
855,Cedar Valley Park,Municipal,820,Park, ,Round Lake,IL, ,Placed on Map,,https://www.rlapd.org/, ,1561492681000,"{'x': -88.09113390853328, 'y': 42.3570986278439}",-88.09113390853328,42.3570986278439
856,Centennial Park,Municipal,820,Park, ,Antioch,IL, ,Placed on Map,,https://www.antioch.il.gov/departments/parks-department/, ,1546871446000,"{'x': -88.08870503468493, 'y': 42.48318390497914}",-88.08870503468493,42.48318390497914
857,Central Park - Highland Park,Municipal,820,Park, ,Highland Park,IL, ,Placed on Map,,http://www.pdhp.org/, ,1546871446000,"{'x': -87.78890697270873, 'y': 42.19050497310493}",-87.78890697270873,42.19050497310493
858,Central Park - Vernon Hills,Municipal,820,Park, ,Vernon Hills,IL, ,Placed on Map,,http://www.vhparkdistrict.org/parks/central-park/, ,1546871446000,"{'x': -87.95946519719126, 'y': 42.21608535528666}",-87.95946519719126,42.21608535528666
859,Century Park,Municipal,820,Park, ,Vernon Hills,IL, ,Placed on Map,,http://www.vhparkdistrict.org/parks/century/, ,1546871446000,"{'x': -87.9628565125603, 'y': 42.24674816266135}",-87.9628565125603,42.24674816266135
860,Channel Park,Municipal,820,Park, ,Island Lake,IL, ,Placed on Map,,http://villageofislandlake.com/parks-beaches/, ,1546871446000,"{'x': -88.19101949119957, 'y': 42.28309586263033}",-88.19101949119957,42.28309586263033
861,Chapel Hill Park,Municipal,820,Park, ,Deer Park,IL, ,Placed on Map,,http://www.villageofdeerpark.com/Facilities, ,1546871446000,"{'x': -88.09973713509474, 'y': 42.17732305069924}",-88.09973713509474,42.17732305069924
862,Charles Brown Park,Municipal,820,Park, ,Libertyville,IL, ,Placed on Map,,http://libertyvillesportscomplex.com/157/Parks, ,1546871446000,"{'x': -87.9676461463989, 'y': 42.26797868361777}",-87.9676461463989,42.26797868361777
863,Charlie Brown Park,Municipal,820,Park, ,Deer Park,IL, ,Placed on Map,,http://www.villageofdeerpark.com/Facilities, ,1546871446000,"{'x': -88.08469677254844, 'y': 42.16019332653211}",-88.08469677254844,42.16019332653211
864,Cherbourg Park,Municipal,820,Park,815 Marseilles Cir,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/, ,1546871446000,"{'x': -87.96036390234423, 'y': 42.167927664883045}",-87.96036390234423,42.167927664883045
865,Cherry Creek Park,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.02819717346492, 'y': 42.35585724998667}",-88.02819717346492,42.35585724998667
866,Chesapeake Landing Park,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.0390543413462, 'y': 42.36046581439652}",-88.0390543413462,42.36046581439652
867,Chesapeake Trails Park,Municipal,820,Park, ,Round Lake Heights,IL, ,Placed on Map,,https://www.rlapd.org/, ,1561492681000,"{'x': -88.10707535946298, 'y': 42.38680342521352}",-88.10707535946298,42.38680342521352
868,Chestnut Corner - Hunters Creek Park,Municipal,820,Park, ,Lake Zurich,IL, ,Placed on Map,,https://lakezurich.org/98/Park-Recreation, ,1561492681000,"{'x': -88.06254419636949, 'y': 42.185655944247934}",-88.06254419636949,42.185655944247934
869,Childrens Park,Municipal,820,Park,1000 Fremont Way,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/, ,1546871446000,"{'x': -87.98836851122076, 'y': 42.17134171257813}",-87.98836851122076,42.17134171257813
870,Chittenden Park,Municipal,820,Park, ,Gurnee,IL, ,Placed on Map,,https://www.gurneeparkdistrict.com/, ,1561492681000,"{'x': -87.8979404996635, 'y': 42.37365110760808}",-87.8979404996635,42.37365110760808
871,Christine Thompson Park,Municipal,820,Park, ,Gurnee,IL, ,Placed on Map,,https://www.gurneeparkdistrict.com/, ,1561492681000,"{'x': -87.88924337040878, 'y': 42.36794942233367}",-87.88924337040878,42.36794942233367
872,Churchill Hunt Park,Municipal,820,Park, ,Gurnee,IL, ,Placed on Map,,https://www.gurneeparkdistrict.com/, ,1561492681000,"{'x': -87.93426585716544, 'y': 42.399992490608135}",-87.93426585716544,42.399992490608135
873,Churchill Junction Detention 1,Municipal,820,Park, ,Grayslake,IL, ,Placed on Map,,https://www.glpd.com/, ,1561492681000,"{'x': -88.06123557198609, 'y': 42.36872069792881}",-88.06123557198609,42.36872069792881
874,Churchill Park,Municipal,820,Park,1900 N Buffalo Grove Rd,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/, ,1546871446000,"{'x': -87.9671603114421, 'y': 42.18622903330246}",-87.9671603114421,42.18622903330246
875,Citizens Park,Municipal,820,Park, ,Barrington,IL, ,Placed on Map,,http://www.barringtonparkdistrict.org/parks-facilities/citizens-park/, ,1561574114000,"{'x': -88.12567185218181, 'y': 42.162512409090354}",-88.12567185218181,42.162512409090354
876,Joe Sisolak Park,Municipal,820,Park,505 Blanchard Rd,Waukegan,IL,60087,Placed on Map,,https://www.waukeganparks.org/location/joe-sisolak-park/, ,1561574114000,"{'x': -87.83615365846448, 'y': 42.39824788727569}",-87.83615365846448,42.39824788727569
